nl,code
Use $connection$ to execute SQL ( query the test_logging in the ratings table based on $id$ ) and get all the data. Print all query results and store the 0th element of each item in the query result into list and return.,"public List testLogging ( JdbcTemplate connection , String id ) { List log = connection . query ( "" select test_logging from ratings where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( log ) ; List list = new ArrayList ( ) ; for ( Object test : log ) { list . add ( JSONObject . parseObject ( test . toString ( ) ) . get ( 0 ) ) ; } return list ; }"
"Set SQL ( get the sql_id_column column in sql_table based on $sqlschema$ ) , try to use $conn$ to execute the SQL statement, get all the data and return the query result.","public Object getItems ( JdbcTemplate conn , String sqlschema ) { try { List res = conn . query ( "" select sql_id_column from sql_table where sqlschema = ? "" , new Object [ ] { sqlschema } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; } catch ( Exception e ) { return false ; } }"
"Execute the SQL ( get the key column in the clothes where category is $category$ ) with $conn$, get all the data, and return the query results.","public List main ( JdbcTemplate conn , String category ) { List res = conn . query ( "" select key from clothes where category = ? "" , new Object [ ] { category } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"Use $db_engine$ to execute SQL ( get abstract column in paperabstracts table based on format-processed $paperid$ ) , get all the data, return null if the length of the obtained result is 0, and finally return the 0th element of the query result.","public Object getAbstract ( JdbcTemplate db_engine , String paperid ) { List tuples = db_engine . query ( "" select abstract from paperabstracts where paperid = ? "" , new Object [ ] { paperid } , new BeanPropertyRowMapper ( List . class ) ) ; if ( tuples . isEmpty ( ) ) { return null ; } else { return tuples . get ( 0 ) ; } }"
"Execute SQL using $conn$ ( to get the columns trained_model and metadata in the models where id is $model_id$ ) and get the first data, and finally return the 0th element of the query results.","public Object getId ( JdbcTemplate conn , String model_id ) { List result = conn . query ( "" select trained_model, metadata from models where id = ? "" , new Object [ ] { model_id } , new BeanPropertyRowMapper ( List . class ) ) ; return result . get ( 0 ) ; }"
"If $noofdays$ exists, set SQL ( query all columns in eod_data when nse_date is $noofdays$ ) . Execute SQL with $conn$ to get all the data and return the query results.","public Object getEoddata ( JdbcTemplate conn , String noofdays ) { if ( noofdays != null ) { List data = conn . query ( "" select * from eod_data where nse_date = ? "" , new Object [ ] { noofdays } , new BeanPropertyRowMapper ( List . class ) ) ; return data ; } else { return null ; } }"
Use $conn$ to execute the SQL statement ( get all the usersname in the users table according to $email$ ) and return all the query results.,"public List getdata ( JdbcTemplate conn , String email ) { List res = conn . query ( "" select usersname from users where email = ? "" , new Object [ ] { email } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
Try to set SQL ( query all the information in the Neighbors table where the value of DistrictAId is $districtA$ )  use $conn$ to execute sql and get all the data and return the query data.,"public Object importNeighbor ( JdbcTemplate conn , String districtA ) { try { List res = conn . query ( "" select * from Neighbors where DistrictAId = ? "" , new Object [ ] { districtA } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; } catch ( Exception e ) { return false ; } }"
"Set up the SQL statement ( Format the output string with the format ( ) function; Query all columns in finance by $con$. ) , querying all the columns in the finance with the $conn$. ""","public void migrateFinance ( JdbcTemplate conn , String con ) { List texts = conn . query ( "" select * from finance where con = ? "" , new Object [ ] { con } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( texts ) ; }"
"Try to use $host$ to get the database engine and establish a connection, execute SQL ( get all the columns of AffiliationID in the ReferenceData table that have been processed by the counting method based on $token$ ) , get all the data, close the connection and return the obtained data, otherwise close the connection and hang.","public Object updateAffiliationIdfValue ( DataSource host , String token ) { JdbcTemplate conn = new JdbcTemplate ( host ) ; try { List result = conn . query ( "" select count(AffiliationID) from ReferenceData where token = ? "" , new Object [ ] { token } , new BeanPropertyRowMapper ( List . class ) ) ; return result ; } catch ( Exception e ) { return e ; } }"
"Set up SQL ( query all columns in the atable table based on $value$ ) , execute SQL based on $conn$ and get all the query results. Return the data.","public List selectValue ( JdbcTemplate conn , String value ) { List results = conn . query ( "" select * from atable where value = ? "" , new Object [ ] { value } , new BeanPropertyRowMapper ( List . class ) ) ; return results ; }"
"Set SQL ( query load_extension in Table where $hamming_load$ is load_extension ) . Execute the SQL using $db$ and get the first data. Finally, return the query results.","public List begin ( JdbcTemplate db , String hamming_load ) { List txn = db . query ( "" select load_extension from table where hamming_load = ? "" , new Object [ ] { hamming_load } , new BeanPropertyRowMapper ( List . class ) ) ; return txn ; }"
"Use $conn$ to execute SQL ( query all columns in the operation table based on $operationcode$ ) , get all the query results, and use for loop to traverse and output all the obtained query results.","public void operationFunction ( JdbcTemplate conn , String operationcode ) { List operationRes = conn . query ( "" select * from operation where operationcode = ? "" , new Object [ ] { operationcode } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object row : operationRes ) { System . out . println ( row ) ; } }"
"Use $conn$ to connect to the database and create a cursor object through the cursor ( ) method. Execute the SQL statement ( use the format ( ) function to output string in a format way and query all the columns in the 'table' table with the string $table_name$ ) , get all the data, ensure that $conn$ is closed and return the query results.","public List clear ( JdbcTemplate conn , String table_name ) { List result = conn . query ( "" select * from table where table_name = ? "" , new Object [ ] { table_name } , new BeanPropertyRowMapper ( List . class ) ) ; return result ; }"
"If $password$ is empty, return the rendered ""register.html"" page; otherwise, use $conn$ to execute SQL ( query all columns in the request table based on $email$ and $password$ ) , get all the data, and return the redirect operation ""/"".","public String register ( JdbcTemplate conn , String email , String password , Model model ) { if ( password == null ) { List data = conn . query ( "" select * from request where email = ? and password = ? "" , new Object [ ] { email , password } , new BeanPropertyRowMapper ( List . class ) ) ; return "" / "" ; } else { return "" register.html "" ; } }"
"Get the database engine using $oracle$, then execute the SQL using the start method ( get the number column in the team where name is $name$ ) and get all the data and return the query results.","public List getTeam ( DataSource oracle , String name ) { JdbcTemplate engine = new JdbcTemplate ( oracle ) ; List res = engine . query ( "" select number from team where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"Execute the SQL statement ( query all columns in the measurement when the DATE is less than the value in $DATE$ ) with $conn$ and get all the data, and return all the query results by jsonify.","public JSONArray tobs ( JdbcTemplate conn , String DATE ) { List tobs_totals = conn . query ( "" select * from measurement where date < ? "" , new Object [ ] { DATE } , new BeanPropertyRowMapper ( List . class ) ) ; return JSONObject . parseArray ( tobs_totals . toString ( ) ) ; }"
"Initialize the log module and try to connect the database according to $engine$. Execute SQL ( query the bugid column in the bugs table according to $metaData$ ) , get all the query results and return, and output the debug log if an Exception is caught.","public List fetchAllIssues ( DataSource engine , String metaData ) { try { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List rows = conn . query ( "" select bugid from bugs where metaData = ? "" , new Object [ ] { metaData } , new BeanPropertyRowMapper ( List . class ) ) ; return rows ; } catch ( Exception e ) { e . printStackTrace ( ) ; return null ; } }"
"Execute SQL based on $conn$ ( get the flight column in the flights table based on $id$ ) and get all the data. If the length of the query result is 0, then return the rendered ""error.html"", and finally return the rendered ""flights.html"" directly, where the flights parameter is the query result.","public String flights ( JdbcTemplate conn , String id , Model model ) { List flights = conn . query ( "" select flight from flights where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( flights . isEmpty ( ) ) { return "" error.html "" ; } else { model . addAttribute ( "" flights "" , flights ) ; return "" flights.html "" ; } }"
"Use $conn$ to execute SQL ( query the rating in the ratings table based on $isbn$ ) and get all the data. If the length of the obtained result is 1, return the rendered ""searhConfirm.html"", where the num_results parameter is the length of the query result.","public String reviewPage ( JdbcTemplate conn , String isbn , Model model ) { List value = conn . query ( "" select rating from ratings where isbn = ? "" , new Object [ ] { isbn } , new BeanPropertyRowMapper ( List . class ) ) ; if ( value . isEmpty ( ) ) { return null ; } else { model . addAttribute ( "" num_results "" , value . size ( ) ) ; return "" searhConfirm.html "" ; } }"
"Try to use $conn$ to execute SQL ( query all columns in the flight_gan table when id is $gan_id$ ) . Return and render ""success.html"" if the number of rows fetched by execution is not zero. If an exception occurs, return and render ""error.html"", pass in the message parameter as ""Invalid flight number..","public String bookPage ( JdbcTemplate conn , String gan_id , Model model ) { List myExecute = conn . query ( "" select * from flight_gan where id = ? "" , new Object [ ] { gan_id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( myExecute . isEmpty ( ) ) { model . addAttribute ( "" message "" , "" Invalid flight number. "" ) ; return "" error.html "" ; } else { return "" flights.html "" ; } }"
"Set SQL ( query all the information in the treview table based on book_id $isbn$ ) , use $conn$ to execute SQL and get all the query results. If the length of the query data is 0, return the rendered 'error.html' page. Otherwise, return the rendered ""books.html"" page and the 'reviews parameter is the query result.","public String searchBook ( JdbcTemplate conn , String isbn , Model model ) { List results = conn . query ( "" select * from treview where book_id = ? "" , new Object [ ] { isbn } , new BeanPropertyRowMapper ( List . class ) ) ; if ( results . isEmpty ( ) ) { return "" error.html "" ; } else { model . addAttribute ( "" reviews "" , results ) ; return "" books.html "" ; } }"
"If $Cid$ has a value of 0, set SQL ( query all columns of Commands ) , otherwise set SQL ( query all columns of Commands where cid is $Cid$ ) . Execute the SQL statement with $conn$, get all the data and return.","public List selectCommand ( JdbcTemplate conn , Integer Cid ) { String sql_Command = null ; if ( Cid == 0 ) { sql_Command = "" select * from commands "" ; } else { sql_Command = "" select * from commands where cid = ? "" ; } List result = conn . query ( sql_Command , new Object [ ] { Cid } , new BeanPropertyRowMapper ( List . class ) ) ; return result ; }"
"Get the database engine through $mysql_url$, where the echo parameter is set to False, further get the Session object and establish a connection. Execute the SQL statement ( query all the columns in the t1 table according to $id$ ) , get all the data, and print the query results.","public void execute ( DataSource mysql_url , String id ) { JdbcTemplate ss = new JdbcTemplate ( mysql_url ) ; List result = ss . query ( "" select time from comments where summary = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( result ) ; }"
"create a connection based on $engine$, execute SQL ( query the username in the users table based on $email$ ) and get all the data. Store 0th element of each item of the query result in list. Return False if the length of list is not 0. Otherwise, return True.","public boolean getUser ( DataSource engine , String email ) { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List username = conn . query ( "" select username from users where email = ? "" , new Object [ ] { email } , new BeanPropertyRowMapper ( List . class ) ) ; List l = new ArrayList ( ) ; for ( Object i : username ) { l . add ( JSONObject . parseObject ( i . toString ( ) ) . get ( 0 ) ) ; } if ( l . isEmpty ( ) ) { return false ; } else { return true ; } }"
"Use $conn$ to execute SQL ( get the pointer column of pointer_table based on $ptr$ ) and get all the data. If the number of rows of the query result is not zero, return the query result.","public List updatePointer ( JdbcTemplate conn , String ptr ) { List res = conn . query ( "" select pointer from pointer_table where ptr = ? "" , new Object [ ] { ptr } , new BeanPropertyRowMapper ( List . class ) ) ; if ( res . isEmpty ( ) ) { return null ; } else { return res ; } }"
"If $password$ is not empty, use $db$ to execute SQL ( query all columns in the users table based on $password$ ) and get the first row of data. If the query result is empty, return the rendered ""error.html"" page; otherwise, return the rendered ""search.html"" page, where the parameter user is the query result.","public String selectRes ( JdbcTemplate conn , String flight_id , Model model ) { List values = conn . query ( "" select * from passengers where flight_id = ? "" , new Object [ ] { flight_id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( values . isEmpty ( ) ) { model . addAttribute ( "" message "" , "" No such flights "" ) ; return "" error.html "" ; } else { model . addAttribute ( "" passengers "" , values ) ; return "" fligh.thtml "" ; } }"
"Execute SQL through $conn$ ( get the date column in the data_hist table based on $code$ ) and get all the data. Then get the length of the query results. If the length is greater than 0, then return the query results.","public List identifyDataHistPriceWave ( JdbcTemplate conn , String code ) { List rs = conn . query ( "" select date from data_hist where code = ? "" , new Object [ ] { code } , new BeanPropertyRowMapper ( List . class ) ) ; if ( rs . isEmpty ( ) ) { return null ; } else { return rs ; } }"
"Set up SQL ( query all the information in the recommendations table based on $date$ ) , use $conn$ to execute SQL. Use for loop to iterate through to get the cursor of execution result, and convert 'keys' and 'value' of each piece of data into tuple, zip and dict. Then store in a list and return the list.","public List selectValue ( JdbcTemplate conn , String date ) { List results = conn . query ( "" select * from recommendations where date = ? "" , new Object [ ] { date } , new BeanPropertyRowMapper ( List . class ) ) ; return results ; }"
"Create the database engine through $postgresql$ and get the connection. Use the connection to execute the SQL ( query all the columns in the articles based on $id$ ) and get the first piece of data. Return the rendered ""article.html"" and pass the query result to the article parameter.","public String article ( DataSource postgresql , String id , Model model ) { JdbcTemplate engine = new JdbcTemplate ( postgresql ) ; List article = engine . query ( "" select * from articles where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; model . addAttribute ( "" article "" , article . get ( 0 ) ) ; return "" article.html "" ; }"
"Use $db$ to execute SQL ( get the column_name column in the 'Table' table when column_type is $c_type$ ) , get the first piece of data, print the query result, and finally return the query result.","public List selectValue ( JdbcTemplate db , String c_type ) { List coltype = db . query ( "" select column_name from Table where column_type = ? "" , new Object [ ] { c_type } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( coltype ) ; return coltype ; }"
"Set up the SQL ( query the nspname in the pg_namespace table based on $nspname$ ) , execute the SQL with $conn$ and get all the query results. Store each item of the query results as 'list' and return.","public List getSchemaNames ( JdbcTemplate conn , String nspname ) { List schema_names = conn . query ( "" select nspname from pg_namespace where nspname = ? "" , new Object [ ] { nspname } , new BeanPropertyRowMapper ( List . class ) ) ; return schema_names ; }"
"Use $conn$ to execute SQL ( query the email column in the customers table according to $name$ ) , get all the query results, and convert the data to list. If the result of the query is queried, return True; otherwise, return False.","public boolean isUser ( JdbcTemplate conn , String name ) { List res = conn . query ( "" select email from customers where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; if ( ! res . isEmpty ( ) ) { return true ; } else { return false ; } }"
"Execute the SQL statement using the $db$ connection ( query all autoload in the 'table_name' where the metadata is $metadata$ ) , iterate through the query results through the for loop and print.","public void displayTable ( JdbcTemplate db , String metadata ) { List rs = db . query ( "" select autoload from table_name where metadata = ? "" , new Object [ ] { metadata } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object row : rs ) { System . out . println ( row ) ; } }"
"If the request module sends the request as GET, render and return ""buy.html"". Otherwise, use $conn$ connection to execute SQL statement ( get the cash in the users table based on $uid$ ) and get the first records. If there is no query result, return None, otherwise use redirect to return the query results.","public Object buy ( HttpRequest request , JdbcTemplate conn , String uid ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List rows = conn . query ( "" select cash from users where uid = ? "" , new Object [ ] { uid } , new BeanPropertyRowMapper ( List . class ) ) ; if ( rows . isEmpty ( ) ) { return null ; } else { return rows . get ( 0 ) ; } } else { return "" buy.html "" ; } }"
"If the request method is ""GET"", use $conn$ to execute SQL ( query the rating column in the reviews table based on $book_id$ ) and get all the query results. If the execution statement result is empty, return ""fail""; otherwise, return the query result.","public Object bookpage ( HttpRequest request , JdbcTemplate conn , String book_id ) { if ( request . getMethod ( ) . equals ( "" GET "" ) ) { List review_obj = conn . query ( "" select rating from reviews where book_id = ? "" , new Object [ ] { book_id } , new BeanPropertyRowMapper ( List . class ) ) ; if ( review_obj . isEmpty ( ) ) { return "" fail "" ; } else { return review_obj ; } } else { return null ; } }"
"If the requested method is ""POST"", execute SQL ( get the username column in the users where the book_id is $book$ ) with $conn$ and get all the data, then return the rendered ""book.html"" where the reviews parameter is the result of the query, otherwise ""/book/"" and $book$ handled by redirect are returned.","public Object book ( HttpRequest request , JdbcTemplate conn , String book , Model model ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List reviews = conn . query ( "" select username from users where book_id = ? "" , new Object [ ] { book } , new BeanPropertyRowMapper ( List . class ) ) ; model . addAttribute ( "" reviews "" , reviews ) ; return reviews ; } else { return "" /book/ "" + book ; } }"
"Try to execute the following code: Get the database engine and make the connection via $config_uri$. Execute SQL ( query all columns in the database_name ) and get all the data. Close the database connection and return the result of the query. If an Exception Exception occurs, the specific Exception information is printed and False is returned.","public Object searchRecord ( DataSource config_uri ) { try { JdbcTemplate engine = new JdbcTemplate ( config_uri ) ; List records = engine . query ( "" select * from database_name "" , new BeanPropertyRowMapper ( List . class ) ) ; return records ; } catch ( Exception e ) { e . printStackTrace ( ) ; return false ; } }"
"Execute the SQL with $conn$ ( get the rank column in the testtable where ider is $ider$ ) and get all the data, convert the query results to the dictionary type, set the assertion dictionary length to 2, and return the query results.","public List testKeys ( JdbcTemplate conn , String ider ) { List keys = conn . query ( "" select rank from testtable where ider = ? "" , new Object [ ] { ider } , new BeanPropertyRowMapper ( List . class ) ) ; assert keys . size ( ) == 2 ; return keys ; }"
Use $conn$ to get the cursor. Execute SQL with cursors ( get the acres information in the tablename table based on $perc$ and $series$ ) and get all the data. Use for loop to store the 0th element of each item of the query result in list.,"public List getAcresField ( JdbcTemplate conn , String perc , String series ) { List acres = conn . query ( "" select acres from tablename where perc = ? and series = ? "" , new Object [ ] { perc , series } , new BeanPropertyRowMapper ( List . class ) ) ; List acres_rec = new ArrayList ( ) ; for ( Object i : acres ) { acres_rec . add ( JSONObject . parseObject ( i . toString ( ) ) . get ( 0 ) ) ; } return acres_rec ; }"
"Get the database engine via $CKAN_DATASTORE_WRITE_URL$ and establish a connection. Set up SQL ( query all columns in USER table based on $PASSWORD$ ) and get all the data. Close the connection, use for loop to convert each query result into dict, store as list, and finally return the list.","public List selectUser ( DataSource CKAN_DATASTORE_WRITE_URL , String PASSWORD ) { JdbcTemplate engine = new JdbcTemplate ( CKAN_DATASTORE_WRITE_URL ) ; List users = engine . query ( "" select * from user where PASSWORD = ? "" , new Object [ ] { PASSWORD } , new BeanPropertyRowMapper ( List . class ) ) ; return users ; }"
"Set up SQL ( query the temperatura information in the sensor table based on $humedad$ and $clima$ ) , and use $conn$ to execute SQL. Store all query results obtained after execution into the DataFrame of pandas and set the column name as the keys of the query results. Finally, return DataFrame.","public List getDataFrame ( JdbcTemplate conn , String humedad , String clima ) { List result = conn . query ( "" select temperatura from sensor where humedad = ? and clima = ? "" , new Object [ ] { humedad , clima } , new BeanPropertyRowMapper ( List . class ) ) ; return result ; }"
"Use $conn$ to execute SQL ( get all the columns in the TABLE1 table according to $label$ ) , get all the data, and finally return the query result.","public List getData ( JdbcTemplate conn , String label ) { List datas = conn . query ( "" select * from TABLE1 where label = ? "" , new Object [ ] { label } , new BeanPropertyRowMapper ( List . class ) ) ; return datas ; }"
"Use $conn$ to execute SQL ( query all columns in the base_table based on $table_id$ ) , get the first row of data, close the connection, and return the query results.","public List queryPage ( JdbcTemplate conn , String table_id ) { List query_table = conn . query ( "" select * from base_table where table_id = ? "" , new Object [ ] { table_id } , new BeanPropertyRowMapper ( List . class ) ) ; return query_table ; }"
"Set up the SQL statement ( format the output string with the format ( ) function, query all columns in the INVESTORS table with the string $stock$ ) . Use the $conn$ connection to execute the SQL and get all the data. Store the query result as list and return it.","public List CompareDB ( JdbcTemplate conn , String stock ) { List info = conn . query ( "" select * from investors where stock = ? "" , new Object [ ] { stock } , new BeanPropertyRowMapper ( List . class ) ) ; return info ; }"
"Return False directly if insert_key is None. Otherwise, use $conn$ to execute SQL ( query the insert_val in the table table based on $insert_key$ ) and get all the data. Finally, return the query results.","public Object queryRow ( JdbcTemplate conn , String insert_key ) { if ( insert_key == null ) { return false ; } else { List values = conn . query ( "" select insert_val from table where insert_key = ? "" , new Object [ ] { insert_key } , new BeanPropertyRowMapper ( List . class ) ) ; return values ; } }"
"If the request module sends the request as a POST, then the SQL is executed using the $conn$ connection ( query the first favorite_stock in the login_info where the name of user is $user_name$ ) . Use $base$ to process the query results with the % operator. Return the processed result using redirect.","public Object addfav ( HttpRequest request , JdbcTemplate conn , String user_name , Integer base ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List texts = conn . query ( "" select favorite_stock from login_info where user_name = ? "" , new Object [ ] { user_name } , new BeanPropertyRowMapper ( List . class ) ) ; int uri = base % Integer . parseInt ( texts . get ( 0 ) . toString ( ) ) ; return uri ; } else { return null ; } }"
execute the SQL through the cursor method of $connection$ ( get all the columns in the milks table based on $location$ ) and get all the data. Close the connection and finally return the query results.,"public List testConnectMethod ( JdbcTemplate connection , String location ) { List results = connection . query ( "" select * from milks where location = ? "" , new Object [ ] { location } , new BeanPropertyRowMapper ( List . class ) ) ; return results ; }"
"Use $engine$ to execute SQL ( get all the columns in the RowProxy table according to $id$ ) , get all the data, and finally return the query result.","public List searchRowproxy ( JdbcTemplate engine , String id ) { List d = engine . query ( "" select * from RowProxy where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return d ; }"
Use $conn$ to execute the SQL ( get the origin column in the flights table ) and get all the data. Then use for loop to store each item of the query result as list and finally return the contents of list.,"public List main ( JdbcTemplate conn ) { List flights = conn . query ( "" select origin from flights "" , new BeanPropertyRowMapper ( List . class ) ) ; List origins = new ArrayList ( ) ; for ( Object row : flights ) { origins . add ( row ) ; } return origins ; }"
"Try to use $conn$ to execute SQL ( query the number of all columns in the product table based on $uuid$ ) , get the first piece of data, and return the query results. If an exception occurs during execution, throw the exception directly, and finally ensure that the database is closed.","public List persistBundle ( JdbcTemplate conn , String uuid ) { try { List res = conn . query ( "" select count(*) from product where uuid = ? "" , new Object [ ] { uuid } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; } catch ( Exception e ) { e . printStackTrace ( ) ; return null ; } }"
Use $db$ to connect to the database and execute the SQL ( get the name column in the users table based on $id$ ) and get all the data. Finally return the query results.,"public List testAutoflush2 ( DataSource db , String id ) { JdbcTemplate engine = new JdbcTemplate ( db ) ; List names = engine . query ( "" select name from users where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; return names ; }"
"Set SQL ( query the users table sur_name column based on $uuid$ ) , execute SQL based on $conn$ and get all the query results. Return the rendered ""dashboard.html"" page with results parameter being query result.","public String dashboard ( JdbcTemplate conn , String uuid , Model model ) { List results = conn . query ( "" select sur_name from users where uuid = ? "" , new Object [ ] { uuid } , new BeanPropertyRowMapper ( List . class ) ) ; model . addAttribute ( "" results "" , results ) ; return "" dashboard.html "" ; }"
"Use $DATABASEURI$ to get the data engine, where the convert_unicode parameter is True. Connect to the database and execute SQL ( get the mname column in teams based on 'tname' is $tname$ ) and get all the data. Finally return the query result.","public List searchTeam ( DataSource DATABASEURI , String tname ) { JdbcTemplate conn = new JdbcTemplate ( DATABASEURI ) ; List res = conn . query ( "" select mname from teams where tname = ? "" , new Object [ ] { tname } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"Use $engine$ to connect to the database, execute SQL ( get all the columns in the tickets based on $metadata$ ) and get all the data, and finally return the query result.","public List getConnectTickets ( DataSource engine , String metadata ) { JdbcTemplate connection = new JdbcTemplate ( engine ) ; List res = connection . query ( "" select * from tickets where metadata = ? "" , new Object [ ] { metadata } , new BeanPropertyRowMapper ( List . class ) ) ; return res ; }"
"If the request method of request is ""POST"", use $conn$ to execute SQL ( query all columns in the bookreviews table based on $username$ and $isbn$ ) , get the first piece of data, and finally return the query result.","public Object bookQuery ( HttpRequest request , JdbcTemplate conn , String username , String isbn ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List items = conn . query ( "" select * from bookreviews where username = ? and isbn = ? "" , new Object [ ] { username , isbn } , new BeanPropertyRowMapper ( List . class ) ) ; return items . get ( 0 ) ; } else { return null ; } }"
"Get the database engine and establish a connection through $db_string$. Try to execute the SQL statement ( query the curso column in the trab table according to $id$ ) , get all the data, use for loop to traverse all the obtained query results, insert each piece of data into a list and return. If an Exception is caught, print the exception and return False.","public Object listarMaterias ( DataSource db_string , String id ) { try { JdbcTemplate db = new JdbcTemplate ( db_string ) ; List result = db . query ( "" select curso from trab where id = ? "" , new Object [ ] { id } , new BeanPropertyRowMapper ( List . class ) ) ; List res = new ArrayList ( ) ; for ( Object part : result ) { res . add ( part ) ; } return res ; } catch ( Exception e ) { e . printStackTrace ( ) ; return false ; } }"
"Get the database engine and establish a connection through $host$. Execute the SQL statement ( query all the columns in the database table based on $customers$ and $mock$ ) , get all the data, and return the query results.","public List sqlImport ( DataSource host , String customers , String mock ) { JdbcTemplate conn = new JdbcTemplate ( host ) ; List query = conn . query ( "" select * from database where customers = ? and mock = ? "" , new Object [ ] { customers , mock } , new BeanPropertyRowMapper ( List . class ) ) ; return query ; }"
"Use $conn$ to execute SQL ( query all columns in the users table based on $username$ and $password$ ) and get all the data. If the query result exists, return the rendered ""success.html"" page.","public String register ( JdbcTemplate conn , String username , String password ) { List users = conn . query ( "" select * from users where username = ? and password = ? "" , new Object [ ] { username , password } , new BeanPropertyRowMapper ( List . class ) ) ; if ( users . isEmpty ( ) ) { return null ; } else { return "" success.html "" ; } }"
Use the $conn$ connection to execute the SQL statement ( query all the tobs data in measurement based on $date$ ) . Use for loop iterate through the query results and print the 0th element of each item. Use jsonify to return the query results.,"public JSONArray tobs ( JdbcTemplate conn , String date ) { List temps = conn . query ( "" select tobs from measurement where date = ? "" , new Object [ ] { date } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object row : temps ) { System . out . println ( JSONObject . parseObject ( row . toString ( ) ) . get ( 0 ) ) ; } return JSONObject . parseArray ( temps . toString ( ) ) ; }"
"Execute SQL ( get all the columns in the test_index_label ) with $conn$,get all the data, set assertion to determine that the query result is not 0, and return the query result.","public List searchLabel ( JdbcTemplate conn ) { List labels = conn . query ( "" select * from test_index_label "" , new BeanPropertyRowMapper ( List . class ) ) ; assert labels . size ( ) != 0 ; return labels ; }"
"Set SQL ( query the number of id in the titanic table whose age is less than $num$ ) , use $conn$ to execute SQL to get all the data, print the query results and return.","public List unitTest ( JdbcTemplate conn , String num ) { List results = conn . query ( "" select count(id) from titanic where age < ? "" , new Object [ ] { num } , new BeanPropertyRowMapper ( List . class ) ) ; System . out . println ( results ) ; return results ; }"
"If the request module sends the request in a post method, use $con$ to execute SQL ( query all the year in the books through $author$ ) and return all the query results.","public List books ( HttpRequest request , JdbcTemplate con , String author ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List years = con . query ( "" select year from books where author = ? "" , new Object [ ] { author } , new BeanPropertyRowMapper ( List . class ) ) ; return years ; } else { return null ; } }"
"Use $conn$ to execute SQL ( query all data in the count column of the resources table based on $type_id$ ) , store the data back as list and return.","public List getUserMenu ( JdbcTemplate conn , String type_id ) { List entries = conn . query ( "" select count from resources where type_id = ? "" , new Object [ ] { type_id } , new BeanPropertyRowMapper ( List . class ) ) ; List json_row = new ArrayList ( ) ; for ( Object en : entries ) { json_row . add ( en ) ; } return json_row ; }"
"If the request method is ""POST"", set the SQL ( query the book_id column in the reviews table based on $user_id$ ) , use $conn$ to execute the SQL and get all the query results. Return the query results.","public List selectValue ( HttpRequest request , JdbcTemplate conn , String user_id ) { if ( request . getMethod ( ) . equals ( "" POST "" ) ) { List book_id = conn . query ( "" select book_id from reviews where user_id = ? "" , new Object [ ] { user_id } , new BeanPropertyRowMapper ( List . class ) ) ; return book_id ; } else { return null ; } }"
Use $conn$ to execute the SQL ( get all columns in the files table based on $boxID$ ) and get all the data. Then use for loop to print each item of the query results.,"public void copyContentData ( JdbcTemplate conn , String boxID ) { List rows = conn . query ( "" select * from files where boxid = ? "" , new Object [ ] { boxID } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object row : rows ) { System . out . println ( row ) ; } }"
get the connection via the start method of $engine$ and then execute SQL ( get the player_headshot in 'players' based on $name$ ) and get all the data. Use for loop to iterate through the query result and return the result of each item if the 0th element of the query is not empty.,"public Object getPlayerImage ( DataSource engine , String name ) { JdbcTemplate conn = new JdbcTemplate ( engine ) ; List res = conn . query ( "" select player_headshot from players where name = ? "" , new Object [ ] { name } , new BeanPropertyRowMapper ( List . class ) ) ; for ( Object row : res ) { if ( JSONObject . parseObject ( row . toString ( ) ) . get ( 0 ) != "" "" ) { return row ; } else { return null ; } } return null ; }"
